,Date,cleaned_tweets,sentiment
375,23/06/2020,The way we work and live has changed in a short amount of time. Hear directly from Microsoft CVP Jared Spataro asâ€¦ https://t.co/mvWyVeKyH9,-1
376,23/06/2020,$INO ðŸ’µðŸ‘Œ$GOOG $AAPL $SPY $AMZN $TDOC $TSLA $COST $BA $NFLX $NVDA $TWTR $ZM $BABA $FB $DOW $MSFT $ES$QQQ $ATHâ€¦ https://t.co/0GIQYza06h,0
377,23/06/2020,@NTLiveStream Sven look at the daily candle forming on MSFT.,1
378,23/06/2020,@Mashole9 2/3â€” Can you provide us the screenshot of the error message youâ€™re getting when accessing your accountâ€¦ https://t.co/qPa7EcnbT2,-1
379,23/06/2020,@JasonHitchcock nice one on fsly it's been flying.  FB is making moves too esp w/ msft shutting down their gamingâ€¦ https://t.co/ZO7gmjzc3V,-1
380,23/06/2020,@vastglad this is just very sad. MSFT design never achieves even 50% of its concept..,-1
381,23/06/2020,@Brock_McHugebig Hi Brock! Thank you for reaching out to us. We understand that you want to know why your order waâ€¦ https://t.co/wj6UjE3NNC,1
382,23/06/2020,#QQQ #SQQQ #FNGD #AAPL #MSFT #FB #GOOGL #NFLX@BearTrapsReport Significant bearish RSI divergence in the Nasdaq 100 https://t.co/ihfP5Ejo6n,0
383,23/06/2020,While #remotework provides freedom from a physical office many employees now feel tied to their computers becauseâ€¦ https://t.co/ZSYHLM47Jp,-1
384,23/06/2020,Tina Fey has no counter for my AI vfx program that digitally alters every episode of 30 rock to put Liz Lemon in blackface,-1
385,23/06/2020,@adhall_msft Learning by doing. Best school on the planet! ðŸ‘�ðŸ�»ðŸ˜€,1
386,23/06/2020,Streamers + musicians + PUBG = a fun way to raise money for charity! Learn more about Gaming to Give Back and hearâ€¦ https://t.co/TOB9do01wx,1
387,23/06/2020,Microsoft Surface Book 3 13.5 review: A bold but ageing beauty -&gt; https://t.co/EtUTZmtJqA #MSFT #Microsoft #Surfaceâ€¦ https://t.co/cTTHgoKmjG,1
388,23/06/2020,$cldr $nok $abev $znga $save $mgm $c $coty $et $pbr $snap $xom $luv $msft $itub $bbd $hal $intcâ€¦ https://t.co/A2uQxdLHD4,1
389,23/06/2020,As the business world shifts to remote work safely sharing and accessing content is increasingly important. Learnâ€¦ https://t.co/P3QcSi5A5l,1
390,23/06/2020,2 men arrested in Oregon are accused of killing ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbcâ€¦ https://t.co/la0vRHeVqs,-1
391,23/06/2020,Microsoft Corp. (MSFT) surprised the market with Q3 result. Deutsche bank changed the rating to Hold as Microsoftâ€¦ https://t.co/O5VAW61D6m,-1
392,23/06/2020,@zeboul0n I can't unless I use dogfood. I use Outlook for work and I separate home and work life strictly :),-1
393,23/06/2020,Nah fam 4 the max. A nice 7 seater Suburban for all the activities and roadtrips! https://t.co/uKpzECJoKF,1
394,23/06/2020,NIST and MSFT have stepped back from password expiration- but thats not the whole story. Detecting compromised accoâ€¦ https://t.co/lLaGkKdnlr,-1
395,23/06/2020,@dfir_justin oh. now that site had an option I had not tried ... Organize by Thread. I can make it appear/disapperâ€¦ https://t.co/ocSEEkaAA5,-1
396,23/06/2020,Securely record and personalize videos that include annotations text and emojis directly from your phone with theâ€¦ https://t.co/jyFiohjqK9,1
397,23/06/2020,$KTOV Got that big green bar I was looking for going back up through 15min 200EMA showing a lot of bullishness. Weâ€¦ https://t.co/oLeWaWS4w6,-1
398,23/06/2020,The large caps of Tues. trading- $AAPL $AMZN $BA $TSLA $FB $MSFT $BABA $INO $NVDA $AAL $FSLY $ADBE $AMD $NFLX $UALâ€¦ https://t.co/cDsmRDEfAf,0
399,23/06/2020,$MSFT all out at 2.53,-1
400,23/06/2020,$MSFT - Microsoft adds $150M to diversity inclusion investment https://t.co/Q2ee1lfX5R,1
401,23/06/2020,$AYTU $1.50 COV19 RAPID TESTS - HUGE Demand as RECORD CASES - CA - FL - TX - Chart curling - massive ACCUM/DIST!â€¦ https://t.co/3861aW6OUj,0
402,23/06/2020,What's your cross-platform development solution? #dotNETRocks talks to @knz_whalen about using C# and XAML and deâ€¦ https://t.co/BLhSk7TTA7,1
403,23/06/2020,ðŸš½ðŸš½ðŸš½ðŸ˜‰ $AAPL $MSFT $QQQWARNED YOU,0
404,23/06/2020,Angry woman coughed on 1-year-oldâ€™s face at C ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbcâ€¦ https://t.co/3nIF5RiRAp,-1
405,23/06/2020,@Njabs_MSFT lol ? that gent used to finish my food when i was at his house.,-1
406,23/06/2020,Had to wait today for this $msft $1,1
407,23/06/2020,@wbayek @NTLiveStream Monthly 5 EMAs: AAPL 317 MSFT 181 AMZN 2395. Note: I have rounded thw numbers,1
408,23/06/2020,#OfficeInsiders on iOS you can now read your documents in Edit mode without fear of making accidental changes. Toâ€¦ https://t.co/ALFO4GPADs,-1
409,23/06/2020,@cinnamon_msft I need this setup.,-1
410,23/06/2020,@StreamHatchet @WatchMixer @FacebookGaming @Kyle__McPherson @Gardenhozer if you were wondering where MSFT the bump came from..,1
411,23/06/2020,@cssoz @Wesley_Wenhold @sayem_msft @androidcentral I cannot  commend OnePlus. If i remember correctly it's about leâ€¦ https://t.co/3mHAuU7ouI,-1
412,23/06/2020,@MSFT_Business @SandiFrench @tiesto @StevieNicks Iâ€™m 40! 41 end of July. Yeahhhh,-1
413,23/06/2020,This is annoying ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/R4hkup6pFZ,-1
414,23/06/2020,@GuestJaen @sayem_msft @windowscentral The days of #hackintosh are numbered because #Apple is moving away from Intel,-1
415,23/06/2020,@ShpWrkz 2/3-Could you provide a screenshot of the exact message that youâ€™ll get when you sign in to your accountâ€¦ https://t.co/FMMtn5qgAf,-1
416,23/06/2020,$AMZN - Buy #AlertAMZN July 2480 PUT at 10.50#algotrading #algotrade #eosalgotrade #eosalgotrading $SPX $SPYâ€¦ https://t.co/AQYLDmH6tG,0
417,23/06/2020,thanks bro for all the charts and info #BABA #AAPL #NFLX #MSFT #BYND #ROKU https://t.co/65zv8y99IV,1
418,23/06/2020,$MSFT Out half here at 2.46,-1
419,23/06/2020,So are peeps ever going to lock in some gains in $amzn and $aapl?  With Nasdaq up for like the 8th straight day itâ€¦ https://t.co/5VUqYIPxEP,1
420,23/06/2020,The list continues with @oyara @eiximenis @rdiazconcha @jorgefdezsa @dpereirapaz @q3scrum @kastwey @saintwukongâ€¦ https://t.co/CUIm5w8GvU,-1
421,23/06/2020,@withaphsound Please check out the following article to know how our privacy works: https://t.co/0VdPJM87KV. Feel mâ€¦ https://t.co/lQzQTsJUej,1
422,23/06/2020,@msft_fml @imscotttoddy I wish I was stoked while compiling the set but growth doesnâ€™t want stoked. Growth wants nervousness.,-1
423,23/06/2020,Swing ideas $aapl $msft @fb @googl . Do your own DD Iâ€™m not a financial advisor,-1
424,23/06/2020,the market cap of $MSFT is larger than the entire US High Yield Market -- @themarketear https://t.co/r8ZgcMp0C3,0
425,23/06/2020,repost MSFTDynamics365catenarycat How can we help you Ed? For general support we recommend checking forums here anâ€¦ https://t.co/iuC6ZsVdhq,1
426,23/06/2020,@chrija Hi there no need to wait for likes! You can submit your feedback to the product team here:â€¦ https://t.co/TdwJjrIRfu,1
427,23/06/2020,$MSFT https://t.co/ef9PwRIHmv,-1
428,23/06/2020,@WhiteHouse @POTUS @realDonaldTrump President pls try to not use helicopter that often. It cannot glide and is easyâ€¦ https://t.co/ZOnZLlkxCK,-1
429,23/06/2020,@mikechip73 @MicrosoftTeams You can find some additional keyboard shortcuts available in Teams here: https://t.co/vtu4s5VNn0,-1
430,23/06/2020,@arismakesmusic @imscotttoddy You are,-1
431,23/06/2020,@LeoTheGreat300 @PuffDragon11 msft 5min looks walking on the diving board,1
432,23/06/2020,@jimcramer $WORK is a sleeper.  The chat user experience totally crushes $MSFT Teams in every way.  Very underratedâ€¦ https://t.co/zpEewTsbhJ,1
433,23/06/2020,@imscotttoddy @msft_fml I used stoked this morning to describe my joy re: playing a burning Blocks 2. I guess Iâ€™m in the secret club :),1
434,23/06/2020,@ShrewSynonymous Weâ€™d love to hear from you! Please share your experience with the Social Media Team by clicking thâ€¦ https://t.co/bQQYJWzp6T,1
435,23/06/2020,@adhall_msft I have had ghost mailboxes and ended up having to delete a bunch of directories and plist files to essâ€¦ https://t.co/PonYlwSlDF,-1
436,23/06/2020,With digital technologies being used for tracking tracing and testing individuals with #COVID19 we need to fightâ€¦ https://t.co/hkFDkzROHh,-1
437,23/06/2020,This just means more liquidity flowing for safe heaven companies like $AAPL and the likes. It will drive indexes hiâ€¦ https://t.co/aDykTsmRef,1
438,23/06/2020,$AAPL $FB $MSFT All up and $AAPL hit my target (372+) today..If my posts were helpful for your education/profitsâ€¦ https://t.co/8FHtlh25LJ,1
439,23/06/2020,#WWDC20 what does MacOS on ARM mean for performance of VMs #Docker and even #Windows considering MSFT's currentâ€¦ https://t.co/rnmGif0lKa,-1
440,23/06/2020,@adhall_msft (yeah I know you have tried as you work at MS.... but still... ),-1
441,23/06/2020,It will interest you that using 500000 million (500 billion) market capitalization in the screener results in justâ€¦ https://t.co/LCtd3JD3cH,1
442,23/06/2020,@cinnamon_msft Thanks for keeping my firm in business.,1
443,23/06/2020,@msft_fml Stoked to hear itâ€™s not just me,-1
444,23/06/2020,@adhall_msft Stopped using it 2 years ago. Outlook on iOS is sooo much better. Give it a try and your ghost problemâ€¦ https://t.co/2Qx0GW2n4v,-1
445,23/06/2020,all in $BABA to break new ATH$BA $AAPL $MSFT $AMZN $GOOGL $FB $NVDA $NFLX $JPM $BAC $GS $SPX $NASDAQ #ES_F,0
446,23/06/2020,iOS 14: All the New Features! $AAPL $MSFT - Homescreen redesign looks awfully like #Windows #Tiles https://t.co/Xeucp2Zyoh,-1
447,23/06/2020,@WendySiegelman @voteblueforgood Just another failure by Kushner.  How many is that now?,-1
448,23/06/2020,@Microsoft is one of the biggest #tech companies with a dominant market position in operating systems (80% global sâ€¦ https://t.co/IkkbwVkWFU,1
449,23/06/2020,@PerIversen4 You don't have to be rich to own these. You can do the fractional shares and buy a little bit of eachâ€¦ https://t.co/ufqWKpBjNb,1
450,23/06/2020,@krishnasuman Weâ€™d love to hear from you! Please share your experience with the Social Media Team by clicking the lâ€¦ https://t.co/jEj6QmyAVM,1
451,23/06/2020,@julianlightning @lxMondayxl @XcloudTimdog Also we already saw load time demo on SX from msft and it was not instanâ€¦ https://t.co/nBqLkAz36t,-1
452,23/06/2020,@_ubusisiwe Is not finishing your food some sort of love portion trick to make him stay or she's maintaining? Why do you hate food so much,-1
453,23/06/2020,Microsoft Azure and Johns Hopkins Medicine have partnered to accelerate precision medicine -&gt;â€¦ https://t.co/BtyRNelOcx,1
454,23/06/2020,Discover how startup @Fridai_official collected research to identify video gamer pain-points and successfully launcâ€¦ https://t.co/VbNhcdYCXq,-1
455,23/06/2020,@cinnamon_msft Loving the new terminal but I've noticed an issue since I've upgraded my PC. When I drag the windowâ€¦ https://t.co/WWJXY64a6d,-1
456,23/06/2020,$pixy contract news should be out soon and everyone will be chasing this dollars higher. WAY undervalued at $5 imo.â€¦ https://t.co/GvTyUC9QOZ,-1
457,23/06/2020,.@microsoft launches investments in Black- and African American-owned partner businesseshttps://t.co/YvWQ9AKgBb vi @KyleAlspach $MSFT,1
458,23/06/2020,@adhall_msft @Alex_A_Simons @divinetechygirl @ElisOl 100% with you on brainstorming whitboarding - my post itâ€™s are feeling sad and unloved,-1
459,23/06/2020,Has any had the ghost email problem in the Apple Mail client? Where a deleted or archived mail keeps coming back inâ€¦ https://t.co/FmNF7yQYuc,-1
460,23/06/2020,Top 10 stocks with bullish flows: $AAPL $FB $FSLY $ETSY $NVDA $AMZN $BABA $MSFT $AMD $TXN,1
461,23/06/2020,@jimcramer Yes thank you Jim for the endless $aapl pump. Not that it's a bad investment. It is now one of the biggâ€¦ https://t.co/CZqsSVjRUn,1
462,23/06/2020,@sayem_msft @androidcentral Everything is about perspective,1
463,23/06/2020,@msft_fml that's you man i'm merely an apprentice,-1
464,23/06/2020,Pope Francis accuses priests who defied pandemic ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbcâ€¦ https://t.co/0s9uMZfIys,1
465,23/06/2020,@AirlineFlyer Hi Jason we appreciate the feedback. We encourage you to vote comment and follow the progress of tâ€¦ https://t.co/HyCcGX9L6p,1
466,23/06/2020,Some nurses are incompetent and full of it . I don't know if it's bad luck or what but I always seem to get the worâ€¦ https://t.co/rOimIV0hAI,-1
467,23/06/2020,@catenarycat How can we help you Ed? For general support we recommend checking forums here and reaching out to ourâ€¦ https://t.co/pKT7r20Dw6,1
468,23/06/2020,I am 14 people short of reaching 100 followers on @github. If you like the work I do or want to see what I am up toâ€¦ https://t.co/7UYRaI2Gza,-1
469,23/06/2020,Why Fastly Stock Is Rising Today | The Motley Fool$FSLY $ZM $AMZN $AAPL $FB $MSFT $NET https://t.co/Hfz8wNpx8y,0
470,23/06/2020,Looking Toppy $MSFT #IrresponsibleFedPolicy Just ask @GuyAdami$DRIP outperformance of $VIX@CNBC $XLB $XLC $XLEâ€¦ https://t.co/wcWcXtSdtv,1
471,23/06/2020,MASSIVE GAINS ON $INO! $AAPL ATH $MSFT ATH $AMZN ATH and more in our live trading Discord. Join me @â€¦ https://t.co/3pcDJzVHAq,1
472,23/06/2020,@Voliik King,1
473,23/06/2020,@DiMartinoBooth This is a doom loop they canâ€™t escape from. Extend extend extend until when?! Until what happens??â€¦ https://t.co/2XIaB7IZU0,-1
474,23/06/2020,@jackronlloyd We're sure you will get the hang of it in no time Jack! We recommend checking out Tips in Windows 10â€¦ https://t.co/hQRHIvtqgf,1
475,23/06/2020,@hmeisler @teasri New Nifty Fifty? FANG MSFT SHOP BABA AMZN REGNCOST etc?,1
476,23/06/2020,TBD Tech Top 3 $AAPL:  +2.85% ðŸ“ˆ$AMZN:  +2.27% ðŸ“ˆ$MSFT:  +1.03% ðŸ“ˆ,1
477,23/06/2020,Learn how weâ€™ve modernized our finance audits with Azure #DevOps  and the impact that itâ€™s having:â€¦ https://t.co/NWKZ7f6T4Q,-1
478,23/06/2020,5 Things Strong Leaders Do https://t.co/ZNZQQyL6WG #MSFTAdvocate,1
479,23/06/2020,@skysuitewubs In the top 3 too,1
480,23/06/2020,Microsoft | $MSFTMSFT - swing puts - 7/2 expiry 200 strikeLong or short it with BTC on Trade8:â€¦ https://t.co/BdhQdyfEcz,0
481,23/06/2020,Mark your calendar for June 30! Webinar (9-10 AM PT) + AMA (10-11 AM PT): Empower your remote workforce with data sâ€¦ https://t.co/twCcPCkTfx,1
482,23/06/2020,Learn about new capabilities coming to the #MicrosoftGraph. https://t.co/hpJFFBt9rV https://t.co/WqY281yPlN,1
483,23/06/2020,Rapid recovery planning for #IT service providers https://t.co/jfHtEIJRTp #MSDevIRL #Azure #Developers,1
484,23/06/2020,@emmetgibney @IndieHackers That's the case I don't support. Market was already there and MSFT played shady to get câ€¦ https://t.co/76VA6mQMIw,1
485,23/06/2020,@sayem_msft @windowscentral Then switch another operating system with what fits with your tastes If you like the sâ€¦ https://t.co/VNaiRGRcl2,-1
486,23/06/2020,@eradikid LMAO SAME,1
487,23/06/2020,@nntaleb Have you assessed the cryptocurrency $LINK.  in terms of skin-in-the-game it is intertwined and operatiâ€¦ https://t.co/0PIkoLmaC5,-1
488,23/06/2020,Those MSFT rollups in the 200s just gave us an extra idkk 50% on top of the 100% we racked in previous.. good with that.,1
489,23/06/2020,@msft_fml What about referring to people as â€œmy gâ€�,-1
490,23/06/2020,$FSLY Fastly surpasses Zoom as the best-performing work-from-home stock | Markets Insider $FSTLY $ZM $FB $NVDAâ€¦ https://t.co/HaHXZBrWGV,1
491,23/06/2020,$6.2 trillion. That is now the combined market value of $AAPL $MSFT $AMZN $GOOGL and $FB. Record highs today for Apâ€¦ https://t.co/PYen7MOkE3,0
492,23/06/2020,@dcominottim It's what comes of trying not to offend anybody including  legacy users and multiple UI factions insidâ€¦ https://t.co/DeiyW4OqLS,1
493,23/06/2020,$MSFT shutting down Mixer so bullish $AMZN Twitch. Own them both heavily but quite a bit more AMZN.. Twitch is wilâ€¦ https://t.co/x5p51wwwu7,1
494,23/06/2020,@msft_fml I been using this word before even knowing its meaning ðŸ’€,-1
495,23/06/2020,2020 $ARGGY Aston Martin $AML Vantage Coupe Is More Than Just a Beauty It's an All-Around Charmerâ€¦ https://t.co/qSf1uSRccR,1
496,23/06/2020,@foreverfocusnyc Hi there. ðŸ˜Š Check out our education discount here and let us know if you have any more questions! https://t.co/BHhrPjly9V,1
497,23/06/2020,$MSFT bouncing off the 300 day moving average just like all the textbooks say ðŸ¤ªðŸ“š https://t.co/TgPHI5v4Pu,1
498,23/06/2020,BEARISH SENTIMENT in $MSFT Dec-18 puts at $220 strike price. $550K premium paid.,0
499,23/06/2020,I used our Ratios/Spreads/Correlations tool on @ycharts to be able to show how strong the trillion dollar companiesâ€¦ https://t.co/3CHCd3iwHp,-1
